,ChenChao_RNA,Dave_RNA,Eric_RNA,Ethan_RNA,Khaondo_RNA,Niyilolawa_RNA,Pedro_RNA,Srivathani_RNA
SSR3,0.0001995938151093,0.736121775320708,0.145406678366434,0.488387232338357,2.47524299478046e-06,0.0094857349315005,0.0112378392208348,0.0027169950661833
CPEB4,0.0002005705744531,0.0646563787163311,0.894024923062275,0.0014617758236819,3.1884252215703e-05,0.0003335952393638,0.0023356042216857,0.0466205836198524
MTM1,0.0002006769892381,0.142512502339201,0.822346565483339,0.834730042434557,0.0001413993395339,0.181167227880023,0.0997217270911525,0.0147763696699464
CTBP1,0.0002061241998917,2.20197890632992e-06,0.0002064341810208,0.0116711802591902,0.389308245073841,0.0103670446090322,0.04769940180659,0.0035723010367687
IMPA1,0.0002077242391203,0.0105488014609499,0.05998651544505,0.0587072592979048,2.85521720615549e-06,0.0604775490367392,0.002383189739074,0.0084797376424772
TRIM32,0.0002080315965522,0.0006347333403534,0.0003883439995152,1.84884065847964e-05,0.0019470714656977,0.0114577958433136,0.000268535924008,0.0147167608293735
PINK1,0.000208859602261,0.0196498403792796,0.0335546832134952,0.389506919344832,0.80486342340717,0.0331125181075412,0.482783535053983,0.0623355294512518
TRIM27,0.0002090133521464,4.75212413018314e-07,0.0002888172486482,8.97891236222303e-06,2.65196878654652e-07,0.0005138259092942,0.0047607969198239,0.0002075431620752
C19orf44,0.0002090133521464,0.0015545259438797,2.12140000456016e-05,3.17523797597924e-05,7.11693338696209e-08,0.0003824722078338,0.0357104334403426,0.0037893948948063
BTN3A1,0.0002111794322638,0.0006218817858037,6.27280891562955e-05,0.0001076635581004,3.84731529030569e-14,3.82502060063657e-06,9.559430720441e-08,0.0038777886564046
ZNF664,0.0002125483677587,0.0004242200876441,0.0278333220119922,1.60999450746214e-05,3.12038361354762e-06,1.8652189807011e-05,0.0022367941388407,0.0081130457170737
ODF3B,0.0002125627291792,0.0020612520886807,3.0432099836761703e-09,2.67176608381542e-08,1.78960235541884e-06,8.9305807304411e-06,3.90155175739034e-12,2.39102285307376e-05
TRPM2,0.0002137099011461,0.0188581048046757,4.62714552726102e-07,3.75469200877772e-05,1.31304530533937e-05,0.0898875299764288,0.0054230868244183,0.0003355181565497
IRF2BP1,0.0002147835697579,0.0083802757387726,3.25380160283078e-05,0.0008532164504925,0.0003986730835842,0.0029030301101977,3.92965640436505e-05,0.0038539704336165
TMEM131,0.0002147963627351,0.0165582679116408,0.042375153776669,0.0071269317848712,9.93778621722132e-07,0.0014817089460391,0.0197168819450325,0.0022889811812878
ZNF664-RFLNA,0.0002163263012019,0.0003821270825128,0.02774155329612,1.99176740830639e-05,3.94933891626014e-06,4.23383946323382e-05,0.001538563120718,0.008006530704417
LOC100129540,0.0002170591826802,0.0003746845638863,1.38201112919431e-07,1.7905849192202e-07,6.7827459802384404e-09,0.000101034787024,3.73056242450718e-06,0.0005185408665917
RASSF1,0.0002177452621297,0.0024099619349046,4.5086936428087e-07,7.11079787726873e-12,0.0087284906125913,0.0003728576321745,0.117951258101446,0.0003901807499693
LOC105373835,0.0002185683099934,0.0089648015714643,0.248854463736052,0.364356809741451,0.209697645708078,0.021120793678918,0.224741904426362,0.232079785356537
LDLR,0.0002195373403153,0.0004439180951444,0.0007748946250194,7.3729034329865e-06,1.94233619192033e-05,6.19549738796148e-07,0.0024728947464396,0.0025304816032154
ZRANB3,0.0002195373403153,0.702616096378578,0.385786534113507,0.0380235258796045,0.0900214164179098,0.0007418554161005,0.54556501579543,0.35223877492618
MUC13,0.0002196481450041,0.0077363267799815,3.75297640547628e-05,0.0070228118020119,0.0067335143146541,0.115098722018375,0.296907206446516,0.0234357589391728
SLC43A2,0.0002200580608817,1.66588090417197e-06,2.17239044668618e-07,2.27007600401319e-05,2.08813025530385e-07,2.15293550515764e-06,1.75213411783657e-06,0.0005717701199895
GID8,0.0002244659032032,0.0047079555736791,0.0042194599304022,0.0007496512767374,0.0761580780406317,0.0027094357032246,0.0006860344842113,0.0002827591913993
H2BC18,0.0002250664706588,9.446719311880069e-11,1.01376675779214e-08,0.0002859425040046,0.0007646795995795,0.0002889357696165,0.0019440833384145,0.115956212231464
MGLL,0.0002258678121295,2.02095673241658e-05,0.0010007216913487,0.0003297626267369,0.0039004317812514,0.000174516955547,0.0020422510136704,0.0136339665061574
ARFIP1,0.0002295829850579,0.0001858822932797,0.457084850727837,0.159304156378248,0.0289579839589785,0.0048577557243349,0.679277850580338,0.448318583948486
LOC93622,0.0002300308906841,0.0825801765967218,0.0060882636971291,0.0016596958482054,0.0015230350278229,0.0081868257047449,0.0092913171595067,0.0011055138055876
SLC9A9,0.000231217310991,0.0271365647199386,0.0070513848265189,0.0122372759429631,7.18226424633802e-06,0.0025738625772152,0.0203458059172773,0.006429314600551
MINDY2,0.0002319884053015,0.211512564366233,0.0031165096179013,0.0005547726818774,1.58207024835039e-07,0.000842560243437,9.37298440533239e-06,0.0012770413110321
ICE1,0.0002335388812882,0.000169490714173,0.0003883439995152,5.36062587598244e-05,2.88737988873576e-05,0.000420911423292,0.0004740644779464,0.0177895106453087
FCRLB,0.0002360937335437,0.149789952797909,1.45015139428312e-05,1.0070790450172e-08,2.35257821869989e-07,0.0002561012117456,0.0147308925154054,0.0009700133528069
FOXO1,0.0002380369577166,0.0002250142986603,0.0315986239501534,0.0003635213517524,0.0002000399444424,7.20789518606778e-05,4.57501583885008e-06,0.0005768009236901
ENTPD7,0.0002400427559726,8.45160101167436e-05,0.290849458482815,0.0341420998481887,0.0009264860286098,0.0046710145923053,0.0144524378640822,0.0166540183850852
LOC124901058,0.0002424875254169,0.318243821321097,0.626041109137566,0.799847247958661,0.0065888156295634,0.0044951637439274,0.708658819199322,0.449659294790642
MIR6774,0.0002433077050048,0.0308017683706046,6.50844326088275e-07,2.88784379037492e-07,0.0003976332891395,0.0047704304235939,5.83390226715532e-05,0.0136396819739347
TRPS1,0.0002456020662306,0.309747979546127,0.0753672935986291,0.485403395738702,1.46416378874861e-08,0.989970881074733,0.154019885484217,0.0007592754288124
KYAT3,0.0002466237983462,0.0012520742564782,0.0002716451600639,0.0003134719614681,0.0004851442631472,0.0239404815535606,0.0024990561931696,0.0083653148145026
TTBK2,0.000247682399363,0.0085887717562499,1.18043537744355e-07,3.57122373353766e-07,0.0003900299687302,1.63763281846282e-05,8.04857094140495e-05,0.0005303352693532
SNHG7,0.000247682399363,0.0105323177881078,0.0028575842358551,1.88334823010226e-06,7.36256406383128e-07,0.000744219058696,0.0032540324602955,0.0011268481204093
RETREG2,0.0002496827306827,0.0125413323348842,1.8934922342421e-05,0.0014664771935221,1.59133320093386e-06,1.87707397197833e-05,8.21626643945037e-07,0.0002625205228589
RBM38,0.000252579332747,0.000112559624786,0.0001031371014182,1.93389365739121e-08,0.0014002576166237,1.63763189519185e-07,0.0002249370915861,0.0021823300338948
LOC105370461,0.0002540967489609,0.720475990193082,0.0256814850660262,0.0035027832789167,0.0013807520773623,0.142062563455837,0.0148925912489928,0.0328471428472438
LCK,0.0002556962055599,0.0001943196741817,3.46523662661153e-06,0.0011925668779786,1.49374417722259e-06,9.9265082035481e-07,1.77750549192355e-06,9.71222291963289e-05
LOC105374445,0.0002567698944321,0.0332308520835103,0.103716546121772,0.0006373639360151,0.0006654850160433,0.0003733176660344,0.0042541158090904,0.03441299307249
BHLHE22,0.0002589725524397,0.621994737273964,0.073158454664612,0.390187959356204,0.0008877935072425,0.0280810000459202,0.0013868497965448,0.0778426270964161
SPOP,0.0002591721665452,0.0459421877702241,0.0231426503554973,0.0036862542401489,0.000784221204753,0.0124167482767717,0.132720855873995,0.0872613894933329
LAMP2,0.0002593292818595,0.1254683327546,0.0012691571740526,0.0082569968183526,0.0135997439236069,0.0095116978751769,0.0005504640010045,0.0151952490107104
SH2D4A,0.0002661392147933,0.248059303557911,0.493775648753864,0.814733906194844,0.953250302640525,0.121714125326513,0.38490061194473,0.0289300633453279
STAT4-AS1,0.0002662657308463,,0.0583564548103983,0.0388616191410546,0.962873696383395,0.132613828015406,,0.0537948900484426
NT5DC3,0.0002680639478541,1.5859016573882002e-10,0.0181099818195249,0.0507155925687766,4.66663326864396e-08,0.0423900595226329,0.0665337321456319,0.0048068055960314
ZNF771,0.000273699973052,0.0536034410535002,0.0057624514357144,0.0068452289302978,0.0291172327601303,0.0421661405899495,0.0106467314310276,0.14003758060748
LOC124902072,0.0002782923164977,0.008155843614997,0.0409567801963683,0.0038613324611169,0.0064231421057505,0.0007738291896691,0.327983691394686,0.0113251954328981
ZFP36L1,0.0002787442664928,0.0024551371068645,0.47704304338821,0.0135162412411473,0.0550946379204036,0.0020080186947499,0.0002702365068073,0.0063671654571552
IFNGR1,0.0002795734252475,0.0337867998880228,0.0005674699003303,1.60663246897131e-16,3.3573053853259496e-11,5.1704607874595e-15,1.14739900407646e-12,1.89058211582116e-06
OR2I1P,0.0002891416129587,2.76757941552534e-05,0.085903976380926,0.0031297325257727,0.0154891150830177,0.9703807960528,1.03138837074515e-05,0.0543328118573308
NDUFS4,0.0002898369287633,0.733401172880483,0.485983244154154,0.291907325283472,0.270910209678003,0.0677357595541775,0.0065309707360157,0.0887036454224824
RARA,0.0002907989287457,1.16173266889313e-12,2.05478519449355e-07,5.65426712653883e-07,0.0428285446950655,4.46490475466366e-06,1.88192119721203e-05,5.11388805682544e-06
PTBP3,0.0002927280547562,0.120088115420091,0.0481742875815309,0.191358968990857,0.0010299783244545,0.0006170047311473,0.0086734549119093,0.0005121559349467
LOC105372895,0.0002928655521373,2.84936616919631e-12,0.0164446644466179,9.35788971631918e-06,0.0004115959510144,1.11749104196187e-11,0.0002163814075486,3.00756968331902e-05
LOC105375082,0.000292871644627,,,0.0003606555707881,0.0004170588594141,0.0003003927455226,,
CCDC198,0.0002944043021584,0.005925152029953,0.737725244695167,0.0448532690117827,0.0020997372010423,0.0007379703715181,0.0011076769060269,0.0001345959801083
ADRB2,0.0002946427743893,0.174915658612029,0.170071467908027,3.3552334509838e-05,3.06860531509678e-13,4.62381661955625e-06,0.0001625091580202,0.0088297825101699
CEBPB,0.0002972448114428,0.0222618329267648,5.48848961518329e-14,3.3131763165248e-13,3.22985302478663e-12,0.0002610012367434,0.00019326320846,0.0303791731534547
DTX4,0.0002978412498048,0.008633188386586,8.38173330861311e-05,3.15362452543476e-06,1.58870480628118e-08,2.83603556203918e-06,4.55932368405878e-06,0.0026287104553992
LOC124903714,0.0002983629933271,0.390275406766903,0.0860336402530519,0.0610046834426043,1.46661690584797e-05,0.101526308390599,0.0958373963339778,0.0175903149886096
ZFP62,0.0002995205253398,0.0003195042825601,0.0145977397427763,0.0018371811389868,4.22216422653797e-05,9.15489568369614e-05,0.0041430710230819,0.0048770055246342
RIPK2,0.0003009703010966,0.050970933681563,1.4581165136189e-05,1.39397116262905e-08,3.79046699514232e-09,0.0001823312150743,0.0041647025776881,0.0099370426606357
SAP30L-AS1,0.000302200022316,0.776919252636931,0.0451042586624194,0.0025623773958134,0.0007456735073624,0.0048929105819073,0.0088404201664911,0.0653901021818864
LOC124906052,0.0003050405955919,0.410954328369842,0.437102486187589,0.0073212059055091,0.0005833380127125,0.0041016965200718,0.424548269527934,0.656241322759901
PLD6,0.0003060725720806,7.02696836247054e-07,0.346974446406693,0.0009274302346434,0.0009911791341053,2.62734191355651e-05,3.49660268109286e-06,0.0039534174911459
RNF121,0.0003074365740558,2.96886287841172e-14,0.0156260563774596,0.01646279930903,8.77372920862671e-05,0.0024299289947294,6.73870655289998e-05,0.0003585583384406
CEP192,0.0003074365740558,4.00718665699508e-08,0.0277464577509507,2.89305863678195e-07,0.749749988617101,0.0002074560713433,0.0055213790568002,0.0010775591938441
SGO1-AS1,0.0003095320839182,0.721428009824941,0.143677590882908,0.642309760976671,4.04703358324567e-06,0.0196960824868436,0.0555898491634471,0.0007292513407281
RBMXL1,0.0003111796135873,0.0001019195122881,5.41571430712796e-05,7.28547513417306e-05,4.30128832053336e-05,0.0167230876243633,0.0001116413674989,0.0022432653689022
SPP1,0.0003132471163753,0.0151285942085372,0.877584676282987,0.431941129238953,0.531207161968659,0.83946965746663,0.712632765120729,0.412948856251527
MGAT4B,0.0003136085029916,0.0145188477302922,0.0879166360176288,0.0452324563496231,0.0583763340783097,0.057211087979442,0.0613024742923259,0.0205441894352317
PLA2G15,0.0003163836179381,0.000852539704249,2.8876694296417e-05,0.0026479599923912,0.0045257731437004,3.46948583229134e-06,0.0051678505358843,0.0040600193914641
SLCO4A1-AS2,0.0003186485976011,0.488139560592673,0.166143728111064,0.134113382612161,1.22301634930859e-06,0.0001308745269056,0.0127618562756418,0.0022243942721873
BTBD3,0.0003207230905556,0.030269887376194,0.0021918699103641,0.0776212175253626,4.01999269266494e-06,4.47617056670953e-05,0.0097725722666629,5.54081053692844e-06
LRRC34,0.0003221957897667,0.125407448924816,0.56528336724579,0.287530867410944,0.531978969905614,1.79646355929216e-05,0.564397702271708,0.419657478651196
FUT10,0.0003222931249644,2.58775980276859e-07,0.0009501079236763,1.05491427292269e-06,5.90438593660535e-10,4.9991188126997706e-09,1.00423508674347e-08,0.0011031706527851
CALCOCO2,0.0003226545520444,0.20013842441596,0.0538493797977601,0.104902402758176,1.04326474157191e-06,0.0018937958823446,0.0106457759917794,0.0033538754724895
SIPA1L2,0.0003250898865959,0.193758567165076,0.903392572979747,0.98978129164473,3.3034110050788005e-16,0.0239374319026792,0.988941213878053,2.5384475942829e-11
TOB2,0.0003265535712827,0.0005409209230429,0.0153661452283421,0.0002108961441403,0.0016316352953059,6.60831788617468e-07,1.01005017497358e-07,0.0025304816032154
STOML1,0.0003281572614151,4.1132841763512e-05,9.95290846392348e-10,2.2337222219059297e-18,1.90260378737497e-16,1.75840779830846e-13,8.17674502430172e-14,0.0046445064780181
SHOC2,0.0003284799262318,0.0282189128486895,0.0015100224359583,0.0016354016431475,0.0046613474001017,0.0031223138746775,0.0048862346548108,0.0078494792028095
E2F7,0.0003311451478715,1.23122703117478e-06,1.69838699013565e-05,1.1344221559579402e-09,0.0077447919935739,1.76361828509766e-05,0.0011236010579079,0.0026833612611127
NT5DC2,0.0003314542122958,0.0019094875623102,0.107950068074465,0.821875600730294,0.238635735352694,0.133227986984621,0.0186426640586185,0.0215755558004441
LOC112267974,0.0003314786222524,0.0035548081218795,0.0475403810151083,0.0552035992673747,0.0009774045587928,2.8501310568231303e-09,0.585064923582814,0.896837962771948
C12orf75-AS1,0.000334007466183,8.22432488204584e-06,0.000294177346112,3.7898014086148e-05,0.003980059567112,0.0013959467509012,0.0581588055358931,0.0275486351726045
LIX1L,0.00033458070212,0.0004764873411384,0.0449587908639873,3.04388062266458e-05,4.1600874635897203e-17,4.8954695144574e-07,6.45329422266442e-07,0.0003020326519094
MFHAS1,0.0003346718739409,6.30989789843981e-05,0.0072224932674055,0.0011661672492212,0.0003823723378536,0.0001285273433552,0.0005284387496401,0.0071143798463772
JAKMIP1,0.0003349992930375,0.109291300951751,1.70708440079333e-05,4.00954659816292e-08,0.153404112942637,2.71178259067907e-08,0.0058440902967936,0.0001298364942823
RAB3D,0.0003349992930375,0.0007042762588243,1.11342037477395e-08,8.01996666283922e-07,1.06797067555344e-11,3.71986437133897e-06,4.27127702495918e-12,4.82017825897987e-06
RPH3A,0.0003349992930375,0.0139830236280614,0.14186040154881,0.0023805654275515,0.0002796254565894,0.0027839635014405,0.0030840938910697,0.0001953311523781
DNAAF2,0.0003352686622224,2.6890304667580802e-09,7.44897057407587e-05,2.20810731303257e-10,2.84562455025784e-07,3.47858117590939e-06,0.002312217470138,2.78690324716928e-06
CMYA5,0.0003353521304104,0.069199452148769,0.0129827418562488,0.0931073613491127,0.002702544444391,0.0022849211726237,0.0098297330167743,0.204270530726956
CMTM3,0.0003399088900269,0.0178606485597245,5.85434705515832e-07,5.19525742679632e-08,0.001767360025978,0.0001588896107326,0.0114410208336932,0.0083648613270631
FKBP1B,0.0003401421660769,1.62768052929353e-12,8.40472448619168e-05,0.433657758306622,0.0003809435079126,8.64774287999478e-11,0.0264486475063849,0.102769440577943
VAT1,0.0003446226958372,0.001072432542807,0.238273498563502,0.177004985177055,0.150493059612754,0.0870260142948623,0.0504344601777525,0.177520436530313
CEP120,0.0003453014373246,5.33550732437643e-07,0.0781849484270638,8.70010390053335e-05,5.22776185191475e-06,2.34179174318171e-05,0.0078117540598169,1.60305536462133e-05
SANBR,0.0003507920960915,3.59617492351183e-06,0.0240661081354524,6.45039185653624e-05,0.0010083490087439,4.66401793531366e-06,0.0036952903291483,0.0022076991324663
FECH,0.0003510108016574,6.32520896471984e-05,0.293768238903108,0.0147770611576521,4.59759052061621e-06,0.0002103780191849,0.0001806741094693,6.77991150424907e-05
GUCD1,0.0003524509496094,0.0719828139883672,0.0580761447081563,3.56570340878368e-05,2.9615414882679e-05,0.000357691725371,0.164876130262885,0.079264027417996
KIAA0930,0.000352927028628,0.0006274804253082,0.0001494133207903,0.0003955963571697,0.0001723832172478,2.05763285811974e-06,2.19520576858119e-06,0.0005338401217969
FRMD4A,0.0003557872948,0.0009606397190969,0.0295856872692181,0.0117996724257103,3.88405392879278e-05,0.0010762284056232,0.0001822316380134,0.0001019196905603
LOC124903554,0.0003570023765206,0.423902611827512,0.590846805327217,0.268192339657556,0.0092196072124229,0.0562300451011599,0.221193928026987,0.0011826063420819
LDB1,0.000358337428265,0.0624890710219923,0.0005083537990444,0.0156798150819513,0.0225621629191657,0.355889647582931,0.0259426200979765,0.0111968687638082
