,ChenChao_PRO,Dave_PRO,Eric_PRO,Ethan_PRO,Khaondo_PRO,Niyilolawa_PRO,Pedro_PRO,Srivathani_PRO
SP100,4.1893352126745594e-36,1.23753567676397e-39,9.25021467310494e-41,1.8983247113298801e-31,1.0676406365971901e-25,1.90191083378071e-31,1.0710143306055e-33,2.3388974971618e-24
IRF2,5.15304599321527e-11,8.37460095914113e-06,7.22879516682651e-08,9.23097215778721e-07,2.3009332372150998e-27,5.22158857129231e-07,2.4615654897745e-07,2.41650019988191e-06
TTC39B,1.55079509847571e-06,0.0001962549270283,1.5471224442199e-05,9.93242084889276e-06,5.12486496313078e-08,5.97559500175052e-07,1.82028055843788e-06,0.0222668340675843
TSPAN5,0.136593470117908,0.244933280835622,0.830887054798986,0.238924138249825,0.11413096193373,0.101848480298314,0.162985542972862,0.408600775286832
TBX19,0.0002526556578585,7.35887239764733e-06,0.0004689471177555,0.0368860097271849,0.0925716786712662,0.0002198804099037,1.89906167837097e-05,0.0398243467576537
NUB1,2.30806117378906e-31,1.10378013887582e-17,8.36279815083914e-30,1.58546992693777e-35,6.07992743307618e-38,3.9414664120996203e-32,3.0710863463193898e-22,2.99887052734729e-27
SECISBP2L,8.16863350488909e-16,1.4199253938416e-09,5.2140830931652e-16,7.12486447736079e-18,1.12725082674894e-13,1.92390212374759e-13,1.77645966469982e-16,1.29653641393371e-09
KCTD14,0.0016807992323314,7.94479588674576e-06,0.324811027209803,0.919880389466168,5.88479466442047e-08,0.0025734976820744,0.102931771008983,0.0119003139707846
LAMP3,1.8492329245782e-26,2.16265163414011e-19,6.89039553740855e-14,3.8973851975256497e-16,1.9896211286501497e-30,2.43940281967112e-19,2.06831493935508e-18,1.24313889471404e-17
TMEM255A,1.7160459665468402e-09,0.0029333410273014,8.99315696204218e-06,0.0205007736091986,0.0004613265245829,6.12016582422903e-06,0.161768050932284,0.0108194495269337
MCL1,0.0005029712136346,0.0244052974740356,1.98704430521808e-05,1.20102762661069e-05,2.00698815153685e-05,0.0063596185656977,5.99668915023425e-05,0.0002899742271838
RBBP6,2.04512710867548e-06,1.066210371866e-10,4.93520643479975e-05,2.69987256744905e-08,3.19017042390446e-05,1.16751404824394e-07,9.88250808449352e-05,0.0001248700298654
BBX,3.10802567349245e-05,4.92346644830199e-07,8.13306386615062e-05,0.0001255411862957,0.004012432139426,3.31342133826027e-05,0.0012597069679058,0.0702184480829709
TRIM22,1.72571474215646e-15,4.66239121613006e-16,1.17086931367471e-21,7.57888047645188e-19,3.78537477883086e-14,1.22119885496247e-17,4.31736188789497e-17,9.10902058870461e-14
MIR3614,0.000850799911793,5.86562762176926e-05,0.0005100027979303,0.000587265222452,1.18213716796281e-06,1.62130553780534e-06,6.62673184000153e-05,1.21780069329665e-05
CMTR1,7.57358907780054e-29,2.79818462600307e-23,2.67124660263894e-29,1.66382366924749e-30,1.1897460367678e-39,1.3894562978362098e-30,1.60243459923314e-25,6.49122560201156e-20
MAK,1.33227082793809e-15,1.22330214334347e-07,1.3686621729323e-06,2.0398817372447697e-11,8.361596709645561e-24,5.24967703325899e-18,7.58458010219556e-19,7.52069383729123e-10
STIMATE,1.83623486972864e-25,4.780026234930641e-19,2.03377238018679e-18,1.55060336079058e-22,4.74370189267599e-41,2.77376098393406e-22,1.26110876833085e-24,1.63230045169598e-19
TTC38,2.76971970503124e-16,5.28985876397556e-11,1.83728623453124e-13,4.9619731878385505e-19,5.872751304249259e-22,4.06127188037969e-18,1.9404788043985702e-15,1.42697331075838e-11
STIMATE-MUSTN1,2.6510927887168003e-25,8.19082693344586e-18,7.661644661171541e-19,9.88482865300667e-23,1.6036675634958799e-40,1.59871829301693e-21,3.95250377807213e-25,2.45911999125596e-18
APOL2,7.47773430808759e-21,9.81855554791431e-14,1.1125322452502001e-16,5.72084025592222e-21,6.46851449391442e-37,2.0083952513789998e-24,6.259373050942e-19,2.68991825789358e-17
PABIR3,5.51107708296487e-05,4.83842741339095e-10,9.76339435595397e-08,3.10930540269138e-08,1.24104794745166e-07,5.67740454123196e-08,3.47269105059767e-06,9.41822454421059e-05
GNB4,2.16103927070603e-09,4.56268232493897e-07,1.14537333833698e-06,5.35453571300486e-06,3.23259973109931e-14,1.1620306591692501e-09,2.31406859234195e-07,1.7975425167059e-05
ANXA2R,1.44677292748581e-16,3.84917696067011e-10,1.78117463989582e-08,3.25462254885143e-10,5.8660966934738095e-30,2.9406694396914103e-17,3.1493830714659e-15,7.0241916694591605e-09
DSP,0.0050156243531089,,,,,,,
ALPK1,1.12121441526811e-07,4.92377285867287e-06,9.08793760801355e-05,1.07464314555397e-05,1.33206172506336e-08,2.46425379136715e-07,1.19509047592179e-08,0.0332679343146716
BISPR,8.1234207662326295e-22,2.13550752756129e-14,1.76702788448096e-24,3.33468277938623e-17,8.649239421621621e-21,1.93208120296707e-19,1.17353164513035e-16,1.50072138413186e-16
LOC124906242,0.0007729573537218,0.0111078200772829,0.478943259306615,0.095561834708328,0.0009461725982514,0.0047685522898282,0.0003881564486785,0.0041314880862042
TLK2,7.99874915215327e-09,4.14695348862202e-08,5.44997496018936e-05,7.2577591119598e-09,2.55951101479587e-09,1.12725352219393e-09,3.89329701617984e-08,1.29225613336076e-06
SLC25A28,0.000103901836862,0.0005704079719886,0.0069572839775747,0.0008907353848787,2.1029104933874698e-11,0.0013657332045352,0.000953077761816,0.003117496522381
ZFYVE26,1.26016982044973e-12,4.69632547993998e-10,2.95357097858325e-13,2.44155444978922e-09,1.6584546913350102e-09,5.54736840263835e-18,2.9820358468363804e-09,1.12348506641395e-07
LOC124903696,8.03461159326245e-05,0.0071862802411981,1.2360357107412e-06,1.55559546183487e-08,1.37051337679596e-08,2.5988406158548e-05,8.74170780258736e-07,7.04722683885542e-05
TMEM268,1.98977664420739e-05,9.24409184492066e-08,0.0402963797462521,0.0085885915595207,2.2205256830452999e-13,1.67643425929799e-06,0.0112372885302901,2.42029481290958e-05
MVB12A,1.41369418575598e-18,1.0183616854653099e-11,1.2364999537334601e-23,8.6076219944599e-19,8.55930245490054e-21,2.32417321175974e-17,2.40900381926904e-17,2.2667189509729003e-15
BAZ1A,0.0003924455582311,0.0026079977404856,0.0214187193161579,0.0004188321194908,4.36159317453343e-05,3.65938430963601e-06,6.35986512660675e-05,0.0026783650687241
ADAR,1.70827974790327e-45,1.74385380181667e-27,2.1763996356255602e-44,8.384920242618379e-49,2.2891489449371e-49,2.76996929399242e-49,1.05741598512448e-49,2.9289117983843995e-41
CCDC71L,3.17671801020998e-05,0.024159636124711,0.248035342070169,0.0091367017006007,0.0009357901759133,0.0014244437374655,0.0233017172240355,0.0706968482558263
CREM,1.27326023234894e-12,2.54013775959937e-13,1.67777420807771e-06,9.248986046035461e-09,2.66257061094594e-09,5.25206131346996e-15,4.614785204074339e-11,1.21766246512582e-08
SCLT1,1.95243480876596e-06,1.71687867894451e-10,1.48482351411548e-05,2.46146926437254e-07,0.0003598618635706,6.59172190806839e-08,1.33922277475412e-06,0.0044050539156199
HESX1,0.0009280256957557,3.00593880410383e-07,0.0018324305284414,0.0127893700957091,1.68483032785917e-08,5.32835019831658e-05,3.38269602275794e-07,1.05041146786071e-05
INPP1,1.04098947901628e-10,4.66153489061921e-05,0.0365963600768296,0.0005930054435747,1.50928109285409e-18,3.51269088325058e-10,0.0002873030040001,2.83719096799894e-06
PGAP1,7.784606751897001e-16,1.98228016441557e-16,2.39802682224603e-16,8.71144583773105e-20,2.05994558771251e-07,6.76524218971249e-18,7.4316339713553e-20,2.97261998835446e-13
FCHSD2,0.0500942405101126,0.046462452396924,0.0270846669928222,0.057690564400332,0.226943095811028,0.0925729014323926,0.0381130336284287,0.151644459440773
IFI27,1.20230835286228e-06,4.14695348862202e-08,2.30417561286037e-08,8.3316788819104e-06,4.78123696591927e-07,0.005614784594805,0.0036107324574304,0.000879889096226
TMX1,7.84102751155661e-13,2.3684759714826198e-11,8.93575166045436e-06,2.63309139491585e-10,2.27086767749266e-08,1.9052183481063403e-15,1.16538880499541e-08,2.93887705962296e-09
TRIM69,0.0022439910027144,6.15424179304781e-05,1.13283064627427e-07,3.14745358628873e-07,0.0006661792186947,0.0059581991063609,0.0037671572704892,0.0240629590970888
GPR135,1.32781027015893e-07,2.33519073527775e-10,1.14537333833698e-06,2.0831404496814602e-09,7.84796846054382e-11,5.18959515679164e-06,3.35826390245763e-06,1.58458752718182e-06
LRRC3,6.099865097558609e-13,9.42304715595966e-10,4.88180168521184e-07,4.72651854814672e-12,9.719852945354421e-20,1.2057453433316401e-17,4.63814128379879e-09,7.52069383729123e-10
ELF1,1.93092377985616e-06,7.59377485400524e-06,0.0547554430603742,0.0002616190745336,5.83136819817275e-07,5.62989316645385e-07,1.53197952719213e-05,0.0003334571701837
LACTB,4.43370945138595e-17,2.32652690923616e-08,2.0879373276960204e-09,4.77251238788744e-12,6.32668222127187e-16,7.12934220094237e-16,2.83766163242975e-14,6.91174279642838e-10
RBCK1,9.5108344219383e-47,7.93387022971031e-28,1.43197148904181e-36,4.56824775898701e-41,4.1431958115548704e-54,1.77341568702248e-49,5.75951669685714e-32,4.77338687978541e-35
SSTR3,3.2870311872933404e-15,2.53208090956294e-06,1.0156665846405299e-18,3.5432530288097096e-18,2.19556950988673e-16,2.85331579191629e-16,1.6961218526715801e-15,3.40890087040377e-13
YEATS2,6.4009046765782e-28,9.51205934541721e-17,4.19929276680635e-16,2.03331622751488e-21,5.16495851213428e-47,2.9988099252540696e-36,2.75453792032354e-20,6.04576549053061e-17
SYN2,6.93166051791246e-13,8.513654167510931e-09,2.11460880528111e-07,6.86575267624996e-13,1.0893396342039499e-12,1.3196973614931e-20,1.19951439344263e-11,8.32277433618203e-07
LAP3,1.20395317787072e-39,2.7721865630259602e-45,1.40058711780281e-44,3.9700958391882197e-50,7.24727240394117e-51,3.71281584645466e-55,1.19315129080255e-32,2.22703452045262e-38
USP30-AS1,3.24376714736025e-05,0.004620030807701,1.84978063648482e-05,2.45509328119722e-06,8.49862754338621e-12,7.12018527786754e-08,5.65032750287045e-06,0.0004945310639241
LOC107984251,6.96223267122628e-22,2.94556413592561e-14,5.29293280956915e-33,4.68808952845466e-33,2.5717473729692e-14,1.92627535792759e-24,2.1406806369538697e-22,1.6673641091559302e-20
PHACTR4,2.78428134218563e-11,5.96982482438316e-19,0.0143318852749575,0.0041885861317678,7.76557390501093e-12,2.5439426833048696e-11,1.53890741813138e-05,4.19782856089829e-09
EXOSC9,1.7152592970946e-10,7.490056196898121e-14,2.2716068550181e-14,1.2164262152168701e-17,2.87535246799537e-08,2.33731649199565e-11,5.795320639680011e-15,1.56908966884223e-08
TENT5A,1.05755589334856e-05,0.0119178249496097,0.0736137134643222,4.28423814754573e-06,1.01589482599388e-07,0.000786359559004,4.82116419596714e-06,0.0025361652442356
USP28,5.28388883458983e-15,1.33549538541286e-07,2.15089182537404e-10,2.4662860205830397e-11,7.454859971779291e-15,1.21078169822278e-15,4.4419986544732094e-11,2.15794249576038e-07
MLKL,6.88437719875396e-19,8.769471060747461e-14,5.86216796675856e-13,5.1035497794518104e-14,7.52777228058337e-21,3.60124508747697e-15,2.48873175914627e-17,6.55525738649303e-13
NLRC5,2.57367785173974e-10,0.0009815717355286,3.35384649647218e-07,1.7240452997224e-05,9.27811831134682e-16,2.64473833513435e-08,1.07681050685756e-11,1.10523812107823e-06
DAPP1,9.248478482988109e-12,3.70781163311163e-07,8.78246600057175e-05,8.49821282646801e-06,1.09416064367627e-10,1.68822557398778e-10,8.43395273646988e-07,1.6652871717352e-07
ST3GAL5,2.80222576718638e-06,0.112214017422076,0.109583766834867,0.242423101329411,1.56084343081348e-07,0.0047346892001992,0.0004743438249186,0.0023107803597895
OGFR,0.0010342814171357,0.129837636062084,0.0599017115656018,0.0152226962316102,1.7491058130677e-08,0.0037374480058562,0.0068605242000422,0.0272753316429984
GBP2,7.566901661331399e-23,1.17905292462309e-16,1.22459833981758e-10,7.76624333267357e-15,5.24337451041261e-26,2.72613533120676e-16,2.14720939245187e-21,4.33656174574096e-14
ANXA2R-OT1,3.4319780768485605e-21,5.36411473851679e-18,8.7580933320652e-11,4.08647843946378e-15,8.57307437404336e-39,2.22404707950848e-15,1.94447940478133e-16,3.54580026872184e-11
GFI1,0.5443134401964,0.882162674031816,0.496280223784276,0.564863848443815,0.248672413144115,0.701612742892626,0.890506311776995,0.68779921575876
LGALS9,1.19517876003361e-34,5.451435767301409e-22,2.55762955949026e-32,8.09108576105521e-41,1.6637251033211e-47,9.478699014796719e-41,2.13921502892347e-33,3.88747687825627e-27
GCNT2,8.433525023177681e-15,2.55075890392798e-10,0.000575286274938,4.04560420201552e-05,2.14253534939764e-09,4.665844087144091e-09,5.33953240420803e-06,3.85744161545652e-08
BTG3,0.0853589973872552,0.0080562863613684,0.407162866756892,0.0134372088751165,0.26881282439224,0.281696440501119,0.214074974346973,0.666652591663819
LINC01055,1.22971422968079e-05,0.0015255548133536,0.0128345496510321,0.0044120756085262,0.0001527000885472,0.000498797438645,0.0002955081988584,0.000770051214946
PWWP2A,0.0155367277059148,0.175309057994733,0.367083593851194,0.0192403402507471,0.524539001975091,0.0745319059547578,0.0619794950938693,0.0436140042632582
ZBP1,4.3265661068395494e-18,1.01179526707164e-08,1.38552419404623e-22,6.62768241604703e-19,2.9194771575571598e-33,7.00361550960134e-17,3.47552285937672e-19,3.3042568956526897e-16
IFI35,6.713061988232809e-30,1.21640199298695e-17,6.82087934491195e-32,3.7827330767255e-29,2.0936258130957497e-36,1.8794806416844698e-28,3.04352548631418e-26,1.02433684137888e-24
DNAH8,1.74253092626996e-08,1.1722265918721e-08,5.87513929327962e-09,5.56998307517305e-05,0.0002084290627369,1.33554894712743e-06,4.72173242380411e-05,0.0158415530944171
CDC73,6.626024352662531e-10,1.29116771113673e-08,1.35468762294051e-06,2.9520927546504404e-09,6.45081462202116e-10,3.45859504815319e-10,1.97687151401391e-09,0.0005359034992064
ETV6,1.30867796857788e-08,0.0002646758103872,0.0036548980885633,0.0006184932682692,2.71417060597072e-09,1.74537653946347e-08,4.03505145354195e-06,0.0011582244022216
KIAA0513,0.00612965058169,0.0287239057067162,0.646364796802353,0.0081850707625716,0.638679394155346,0.0008457088855185,0.0068749281593597,0.128938639239629
PDGFRL,6.192801841049809e-16,1.46091454394096e-15,4.7154122343966696e-11,4.28328713298616e-09,4.33221948207173e-06,8.98546924214287e-09,2.1869391209014597e-11,0.000154630621033
LAMC1,1.51039445566657e-05,0.0140605566602666,0.115988674660313,0.0128883007220707,0.0055057816334543,0.0005620280288416,0.0029573226999534,0.0050374293263831
MICB,2.41851061257642e-06,0.0033201128480549,0.0115343985084665,7.69677884541807e-06,3.8408402371664594e-11,2.02830160680882e-07,0.0031577874256918,0.0106815856885484
HSH2D,4.369090343535951e-09,0.0013989129740174,3.16436296279317e-05,3.08670791865857e-07,8.30842747913769e-18,6.461985926641189e-11,1.78471863029012e-10,4.35878715150366e-09
CDKL1,4.72851550922399e-12,1.61119935677411e-08,0.0002415711162424,5.68017820284414e-06,3.535208645681e-09,3.994131728472709e-11,6.00285219955574e-05,1.88876336113501e-07
SHFL,9.75100452116488e-45,2.17307564002681e-22,2.5243648160833e-41,1.04645556245271e-41,1.08564056479552e-51,1.58928020038488e-39,1.07814648194602e-37,3.20643523215625e-35
NTRK2,7.85861512696714e-06,7.94630337540723e-05,1.51020729394682e-05,7.40833485870475e-12,8.02916113197686e-07,6.23516425145944e-08,0.0003991878225188,0.0035736624472449
ANO7L1,6.566864354334071e-09,3.02793555958415e-06,1.35866150076406e-06,2.65163919093385e-06,1.86338780678398e-06,2.05735327207351e-12,1.41568838802739e-09,3.08890409741845e-06
TNK2,1.23686573089349e-06,0.0409344561591793,1.95377458559203e-08,4.4959586591460105e-09,8.79976112514037e-12,1.346015902156e-06,1.49456563113195e-06,5.01951606916451e-05
STX17,1.75432676775426e-10,2.97015578877449e-08,1.00463896849132e-07,2.12899245288382e-12,1.3818601890746401e-09,1.4098524483418298e-11,9.52663593914539e-09,3.44248899017045e-05
L3MBTL2-AS1,0.235414016040437,0.0626901652699544,0.901733802003631,0.436170952627193,0.422508579162157,0.457493361579703,0.03292893663766,0.133845834468474
AIM2,1.5601569650303702e-15,3.90791259613034e-08,1.2838928736303402e-15,2.83946505242683e-10,8.78169888823451e-18,1.95054720749019e-12,4.50972422278822e-13,5.1764148123051e-13
LOC105378647,2.4382273401364802e-23,8.169454361643071e-10,7.43040934355855e-10,1.85326976972635e-11,1.88895764773047e-19,1.14604665442992e-17,2.2774590440088597e-18,1.1713047570734399e-11
RFX3,2.43295639062891e-08,3.07370780763934e-07,0.0011975483826585,2.63243588965192e-06,9.14137623352834e-08,7.88473945455723e-08,3.66237434152471e-07,0.107858875252326
PTCH1,0.0006827715096142,0.0301292743709445,0.388998295206155,0.0109495492318553,0.251100761468399,0.0004445642091083,0.0084520264434237,0.123582026826655
JAK2,0.0006127555805052,0.0026706771015822,0.0041696206787464,0.0080212107615834,0.0036808893944629,0.0019552249735954,0.0125845310740742,0.0684337620276885
TREX1,0.0007753450485786,0.0368713705867738,0.0732294552545546,0.141021087541762,9.68100286735883e-07,0.006656276075382,0.0236881991818187,0.0101041058665067
ZC3HAV1,6.025188618078651e-44,3.53350705967592e-30,2.11744848535056e-29,1.03675125401998e-27,1.48980221477829e-48,3.0503481405551397e-50,2.8127402325876198e-36,2.23589042189255e-30
MORC3,5.63609318037131e-17,1.7646387947421999e-13,5.42641399829351e-05,7.50210284966502e-09,4.2630797912417397e-13,4.39750143440331e-15,1.87140432324739e-11,1.31311666298565e-10
CCDC194,3.39272154498828e-21,3.14094027630446e-17,8.47866410370769e-28,1.35889643403811e-23,5.0984127248173305e-20,9.685340996567581e-14,6.53523279010031e-20,2.74528118154723e-15
HNF4G,0.328789287720617,0.452922934518603,0.135320647350297,0.164397132816334,0.464775808850201,0.338023271517305,0.2459375348063,0.655284959651458
RTCB,1.6030156594893198e-33,4.02073321484428e-16,2.85155488519496e-15,3.34382682231046e-22,2.71204798261428e-21,7.410813351723359e-28,1.7225107438297502e-21,1.82295499019176e-21
GPR180,1.00083103258375e-23,1.6931529328566798e-26,3.64787167663811e-17,2.5546880625738197e-22,1.63147843690892e-19,5.5785465420922505e-21,6.5487104897705e-17,3.48745747182461e-16
NRSN2-AS1,0.0822347653352165,0.0228721674780519,0.658279586423189,0.0799212973483047,0.0232498445303795,0.280600929350765,0.0333597054623179,0.2294111728566
TENT4A,5.27778480739414e-06,0.0047203099253323,0.0399838985749874,5.03303186095191e-05,1.7074486608719602e-09,0.0004862863034211,0.0089902854633446,5.44431947883191e-09
CGAS,2.42082598668504e-19,1.16999978359937e-19,0.000107408692391,6.9708187867215e-08,6.58592145147195e-19,3.1356531498886403e-15,8.21063293458813e-15,2.8038795541251898e-11
PIK3AP1,0.308497265303432,0.129766005139342,0.941496138544856,0.765988315418708,0.479414436088962,0.655798541459373,0.739228858805278,0.760555787626005
LDLRAP1,2.21890598546175e-10,6.48669522594869e-12,0.0041439178739862,1.89609544799357e-08,1.68678456905233e-06,1.3242662122553e-08,1.91375502919918e-05,0.0033305669516418
PLAAT2,1.04058679486861e-12,2.63274953324578e-14,3.49479440152274e-08,4.93967089011508e-11,1.62003277072515e-16,8.08488207394061e-14,3.5167660757866297e-12,2.24455752875191e-09
DTNB-AS1,7.42327293880716e-10,7.86246511813623e-11,2.39120297623182e-07,2.60674439619089e-07,1.24865281038426e-08,6.8313039701331205e-09,2.41450354410784e-08,2.9810616543137702e-09
SNX27,0.0002412749165545,3.43577237382619e-07,1.73875335058906e-05,1.14944157278788e-06,0.000201066913468,6.36599677780909e-05,0.0110226559868981,0.0335377473185468
IFITM3,0.0002812426214541,0.0506720717426078,0.980483139088633,0.398855592190245,0.0046397694454903,6.44771840578808e-06,0.937856534208811,0.054111712266925
ASPHD2,0.0085288405285672,0.0365620621117306,0.713348130129395,0.127441385467101,0.0098883089736848,0.0907495990242559,0.0214592139678772,0.0319441083280783
NUDCD1,6.2983406618202794e-18,8.08006630288111e-17,8.065801557640191e-15,4.456751410214819e-16,1.98693040771215e-18,6.21124702066711e-20,1.77197920124319e-13,3.1061138726019194e-11
QKI,0.0043910732095949,7.30109107564645e-05,0.333362030378086,0.118267825321205,0.130953543106546,0.0488854727577918,0.130640338426303,0.196226616415868
TNFAIP8,7.57468684617104e-07,3.52362365116074e-05,0.0120793911724838,0.0020377932845935,5.06952220861449e-06,0.0001172031361354,9.56954027254789e-05,2.42029481290958e-05
BMF,8.29135969605066e-06,2.3271331766822502e-09,0.0025969298153737,3.14239884985493e-10,0.0039408822663754,7.543237159854869e-11,0.0004770101489128,0.0163031847430601
BCL7A,0.0805032265275732,0.0018915273263322,0.134176851849086,0.0467501714851901,0.0279746190496132,0.438767724649942,0.263195259699813,0.234574127897139
